Timestamp,Grade,Age,Gender,Are you the first person in your family to attend college?,Which department/state are you from?,Which district are you from?,What area do you live in?,Library,"How many times a week do you go there? 
Leave empty, if zero.",Lab 1 - 6,"How many times a week do you go there? 
Leave empty, if zero.",Maker Lab,"How many times a week do you go there? 
Leave empty, if zero.",Virtual Reality Lab,"How many times a week do you go there? 
Leave empty, if zero.",Panda,"How many times a week do you go there? 
Leave empty, if zero.",Library,Career Center,Internet Services,Labs,Administrative department,How many activities have you participated in?,Do you code?,Have you participated in any programming groups?,"Choose the (markup, programming, query) languages you know well","Overall, how satisfied are you with your academic program?",How satisfied are you with the quality of teaching in your classes?,How satisfied are you with the academic support services offered by the university?,How satisfied are you with the university culture and community?,"Would you recommend ESIH for a bachelor degree, to someone else?",If your answer is YES - Why would you recommend this university?,If your answer is NO - Why would you not recommend this university?
3/21/2023 10:05:26,L2,22 - 25,Male,No,Nord,Cap-Haïtien,Croix-des-Bouquets,Occasionally,1,Often,3,Never,,Never,,Occasionally,1,Satisfied,Neutral,Very Dissatisfied,Satisfied,Neutral,1,Newbie,Yes,C++,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Yes,"Lots of practices, Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/21/2023 10:10:53,L3,22 - 25,Female,No,Sud,Les Cayes,Port-au-Prince,Rarely,1,Often,3,Never,,Never,,Rarely,1,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Neutral,Very Satisfied,1,Yes,Yes,"HTML/CSS, Php",Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Maybe,,
3/21/2023 10:15:42,L3,18 - 21,Female,No,Sud-Est,Jacmel,Port-au-Prince,Often,3,Often,3,Never,,Never,,Rarely,2,Satisfied,Satisfied,Very Dissatisfied,Neutral,Satisfied,1,Newbie,No,"HTML/CSS, Php",Neutral,Dissatisfied,Satisfied,Very Dissatisfied,Maybe,"Good quality of teaching, Good reference in the job market.",Lack of practice
3/21/2023 10:22:14,L3,22 - 25,Male,No,Nord-Ouest,Port-de-Paix,Port-au-Prince,Occasionally,1,Very often,3,Never,,Never,,Never,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0,Newbie,Yes,"HTML/CSS, Php, Java",Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,,"Poor academic programs, Poor quality of teaching, No career center"
3/21/2023 11:55:04,L3,22 - 25,Male,No,Centre,Mirebalais,Port-au-Prince,Rarely,,Very often,5,Never,,Never,,Often,2,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Very Satisfied,0,Yes,Yes,HTML/CSS,Satisfied,Neutral,Neutral,Very Dissatisfied,Yes,Good reference in the job market.,
3/21/2023 12:28:18,L3,22 - 25,Female,Yes,Ouest,Pétion-Ville,Pétion-Ville,Rarely,1,Occasionally,3,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Very Satisfied,2,No,Yes,"HTML/CSS, Python",Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, University space too small"
3/21/2023 12:42:33,L2,22 - 25,Female,No,Nord,Cap-Haïtien,Delmas,Rarely,1,Often,2,Never,,Never,,Never,,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,Yes,No,"HTML/CSS, C++",Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Maybe,,
3/21/2023 12:42:57,L1,18 - 21,Male,No,Centre,Maïssade,Port-au-Prince,Never,,Occasionally,2,Never,,Never,,Never,,Neutral,Neutral,Neutral,Satisfied,Satisfied,1,No,No,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,No,,"Lack of practice, Poor academic programs, Poor quality of teaching, University space too small"
3/21/2023 12:43:18,L1,18 - 21,Male,No,Ouest,Cité Soleil,Port-au-Prince,Occasionally,1,Occasionally,2,Never,,Never,,Never,,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,3,Yes,No,"HTML/CSS, Python, C",Satisfied,Satisfied,Neutral,Neutral,Yes,"Lots of practices, Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/21/2023 12:44:01,L2,18 - 21,Female,Yes,Ouest,Pétion-Ville,Pétion-Ville,Occasionally,4,Often,8,Never,,Never,,Rarely,1,Satisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,0,Yes,No,HTML/CSS,Satisfied,Satisfied,Satisfied,Satisfied,Yes,Rich academic programs,
3/21/2023 12:45:24,L3,18 - 21,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Never,,Occasionally,2,Never,,Never,,Rarely,,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,0,Newbie,Yes,"HTML/CSS, Java",Dissatisfied,Dissatisfied,Neutral,Neutral,No,,"Retaking an exam is too expensive, Poor quality of teaching"
3/21/2023 12:46:10,L3,18 - 21,Male,Yes,Artibonite,Dessalines,Port-au-Prince,Often,2,Often,2,Never,,Rarely,1,Never,,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,5,Yes,No,"HTML/CSS, JavaScript, Php, C++",Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, No career center"
3/21/2023 12:46:57,L1,18 - 21,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Never,,Occasionally,2,Never,,Never,,Never,,Neutral,Neutral,Neutral,Neutral,Satisfied,1,Newbie,No,"HTML/CSS, Python",Satisfied,Satisfied,Neutral,Neutral,Yes,Rich academic programs,
3/21/2023 12:49:10,L2,18 - 21,Male,No,Ouest,Delmas,Delmas,Occasionally,1,Often,4,Never,,Never,,Never,,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,1,Yes,Yes,"HTML/CSS, C++",Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/21/2023 12:50:40,L2,18 - 21,Male,No,Sud-Est,La Vallée,Delmas,Rarely,5,Occasionally,6,Never,,Never,,Never,,Satisfied,Neutral,Very Dissatisfied,Neutral,Neutral,0,Yes,No,"HTML/CSS, Php, C++",Dissatisfied,Neutral,Neutral,Neutral,Maybe,,
3/21/2023 12:51:15,L3,22 - 25,Male,No,Ouest,Kenscoff,Pétion-Ville,Rarely,,Often,3,Often,,Never,,Rarely,,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,2,Newbie,Yes,"HTML/CSS, Php, C#, C++, Java, SQL",Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Yes,Good reference in the job market.,
3/21/2023 12:52:01,L3,18 - 21,Female,No,Ouest,Port-au-Prince,Pétion-Ville,Occasionally,2,Often,4,Occasionally,1,Often,4,Rarely,,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,2,No,No,,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Maybe,,
3/21/2023 12:52:12,L3,22 - 25,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Rarely,1,Often,5,Never,,Never,,Never,,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,1,Yes,Yes,"HTML/CSS, Php, Java, SQL",Neutral,Satisfied,Dissatisfied,Satisfied,Maybe,,
3/21/2023 12:56:56,L3,26 - 29,Male,No,Ouest,Petit-Goâve,Port-au-Prince,Rarely,,Very often,,Rarely,,Never,,Often,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,0,Newbie,No,"HTML/CSS, Python",Neutral,Neutral,Satisfied,Satisfied,Yes,"Lots of practices, Rich academic programs, Good reference in the job market.",
3/21/2023 12:57:31,L3,18 - 21,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Occasionally,1,Often,4,Rarely,1,Rarely,1,Rarely,1,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,0,Yes,Yes,"HTML/CSS, Php, C#, C++, Java, SQL",Neutral,Neutral,Dissatisfied,Neutral,Yes,Good reference in the job market.,
3/21/2023 12:57:46,L3,18 - 21,Male,No,Nippes,Miragoâne,Port-au-Prince,Rarely,1,Often,5,Never,,Never,,Never,,Neutral,Neutral,Satisfied,Satisfied,Neutral,1,Yes,Yes,"HTML/CSS, Php, C++, Java, SQL",Neutral,Satisfied,Dissatisfied,Satisfied,Maybe,,
3/21/2023 12:58:35,L2,18 - 21,Male,Yes,Ouest,Port-au-Prince,Delmas,Often,2,Occasionally,2,Never,,Never,,Never,,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,4,Yes,No,"HTML/CSS, C++",Very Dissatisfied,Neutral,Neutral,Neutral,Yes,Good reference in the job market.,
3/21/2023 12:59:52,L3,22 - 25,Male,Yes,Ouest,Port-au-Prince,Pétion-Ville,Never,1,Never,1,Never,1,Never,1,Never,1,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0,Newbie,No,"HTML/CSS, JavaScript, Php, Java, SQL",Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,,
3/21/2023 13:03:04,L1,22 - 25,Male,No,Ouest,Port-au-Prince,Pétion-Ville,Occasionally,1,Often,3,Never,,Never,,Never,,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,3,Yes,No,HTML/CSS,Satisfied,Neutral,Very Dissatisfied,Neutral,Yes,"Rich academic programs, Good reference in the job market.",
3/21/2023 13:03:14,L2,18 - 21,Female,No,Sud-Est,La Vallée,Port-au-Prince,Rarely,2,Occasionally,2,Never,,Rarely,1,Never,,Satisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,3,Yes,No,"HTML/CSS, C++",Dissatisfied,Neutral,Dissatisfied,Satisfied,Yes,Good reference in the job market.,
3/21/2023 13:04:02,L3,22 - 25,Female,No,Nord-Est,Ouanaminthe,Delmas,Rarely,,Often,,Never,,Never,,Occasionally,,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,3,Yes,Yes,"HTML/CSS, Java",Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Yes,"Rich academic programs, Good reference in the job market.",
3/21/2023 13:04:36,L3,18 - 21,Male,Yes,Ouest,Port-au-Prince,Delmas,Rarely,,Often,6,Never,,Rarely,,Rarely,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,3,No,No,,Satisfied,Satisfied,Neutral,Satisfied,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/21/2023 13:05:25,L3,22 - 25,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Often,2,Often,3,Never,,Never,,Never,,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,0,Yes,Yes,HTML/CSS,Satisfied,Neutral,Neutral,Dissatisfied,Maybe,Good reference in the job market.,Retaking an exam is too expensive
3/21/2023 13:05:54,L3,22 - 25,Male,Yes,Sud-Est,Port-au-Prince,Port-au-Prince,Rarely,,Often,3,Rarely,,Never,,Occasionally,,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,0,Yes,Yes,"HTML/CSS, Php",Dissatisfied,Satisfied,Neutral,Satisfied,Yes,"Good quality of teaching, Good reference in the job market.",
3/21/2023 13:06:01,L1,18 - 21,Male,No,Sud,Torbeck,Pétion-Ville,Occasionally,2,Often,3,Occasionally,4,Rarely,1,Never,,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,3,Yes,No,HTML/CSS,Dissatisfied,Neutral,Dissatisfied,Neutral,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.","Tuition fees, Retaking an exam is too expensive, University space too small"
3/21/2023 13:09:39,L3,18 - 21,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Rarely,3,Often,6,Rarely,3,Rarely,1,Rarely,2,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,2,Yes,Yes,"HTML/CSS, Php, Java",Dissatisfied,Dissatisfied,Neutral,Satisfied,No,,"Tuition fees, Poor academic programs"
3/21/2023 13:10:08,L2,22 - 25,Female,No,Grand-Anse,Jérémie,Delmas,Occasionally,2,Often,2,Never,,Rarely,2,Never,,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Satisfied,4,Yes,No,"HTML/CSS, C++",Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Yes,"Good quality of teaching, Good reference in the job market.",
3/21/2023 13:11:25,L3,26 - 29,Male,No,Ouest,Petit-Goâve,Delmas,Occasionally,1,Often,5,Occasionally,,Never,,Rarely,,Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied,2,Newbie,Yes,"HTML/CSS, Php",Neutral,Neutral,Neutral,Satisfied,Yes,Good reference in the job market.,
3/21/2023 13:13:25,L3,22 - 25,Male,No,Ouest,Ouest,Pétion-Ville,Occasionally,2,Occasionally,2,Never,,Never,,Occasionally,,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,0,Newbie,No,"HTML/CSS, JavaScript, C++, Java, SQL",Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching, University space too small, No career center"
3/21/2023 13:15:02,L2,22 - 25,Male,No,Ouest,Port-au-Prince,Delmas,Never,,Often,2,Never,,Never,,Never,,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,0,Yes,No,"HTML/CSS, C++",Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,,"Poor academic programs, Poor quality of teaching"
3/21/2023 13:16:35,L1,18 - 21,Male,Yes,Centre,Hinche,Delmas,Never,,Rarely,2,Never,,Never,,Never,,Neutral,Neutral,Satisfied,Neutral,Satisfied,1,Newbie,No,Python,Satisfied,Satisfied,Neutral,Satisfied,Yes,"Rich academic programs, Good reference in the job market.",
3/21/2023 13:16:43,L1,18 - 21,Male,No,Centre,Centre,Port-au-Prince,Never,,Often,2,Never,,Never,,Never,,Neutral,Neutral,Neutral,Satisfied,Satisfied,0,No,Yes,Python,Satisfied,Satisfied,Neutral,Neutral,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/21/2023 13:19:44,L2,22 - 25,Male,Yes,Ouest,Port-au-Prince,Croix-des-Bouquets,Rarely,6,Occasionally,,Never,,Never,,Rarely,1,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Satisfied,1,Yes,No,"HTML/CSS, Php, C++",Satisfied,Dissatisfied,Neutral,Neutral,Maybe,,
3/21/2023 13:20:10,L3,18 - 21,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Often,2,Very often,4,Occasionally,1,Never,1,Rarely,1,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,0,Yes,Yes,"HTML/CSS, Php, C#, C++, Java, SQL",Neutral,Neutral,Neutral,Neutral,Yes,Good reference in the job market.,
3/21/2023 13:20:15,L2,18 - 21,Male,No,Artibonite,Gonaïves,Port-au-Prince,Never,,Often,2,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,1,Yes,Yes,"HTML/CSS, Python, C++",Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,No,,"Tuition fees, Poor academic programs, Retaking an exam is too expensive"
3/21/2023 13:20:22,L3,22 - 25,Male,No,Nord-Ouest,Port-de-Paix,Delmas,Rarely,,Very often,,Never,,Never,,Rarely,,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,0,Yes,No,"HTML/CSS, Php, C++, Java, C, SQL",Neutral,Neutral,Neutral,Neutral,No,,"Lack of practice, Retaking an exam is too expensive, No career center"
3/21/2023 13:21:22,L1,18 - 21,Male,No,Artibonite,Verrettes,Delmas,Rarely,1,Rarely,2,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,0,No,No,,Satisfied,Neutral,Neutral,Neutral,No,,"Lack of practice, Poor academic programs, Poor quality of teaching, No career center"
3/21/2023 13:26:39,L2,22 - 25,Male,No,Artibonite,Saint-Marc,Port-au-Prince,Rarely,1,Often,2,Never,,Never,,Rarely,1,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,1,Yes,Yes,"HTML/CSS, Python, C++",Dissatisfied,Satisfied,Neutral,Dissatisfied,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/21/2023 13:28:23,L2,18 - 21,Female,No,Ouest,Delmas,Delmas,Occasionally,4,Occasionally,2,Never,,Occasionally,4,Never,,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0,Yes,No,C++,Very Dissatisfied,Satisfied,Neutral,Neutral,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, University space too small"
3/21/2023 13:30:23,L3,22 - 25,Male,No,Centre,Thomonde,Delmas,Occasionally,,Often,,Rarely,,Never,,Occasionally,,Satisfied,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,0,Yes,Yes,"HTML/CSS, JavaScript, Php",Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Yes,,
3/21/2023 13:31:38,L3,22 - 25,Male,No,Ouest,Ouest,Port-au-Prince,Often,10,Often,5,Never,,Never,,Often,10,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,4,Yes,Yes,"JavaScript, Python, C++, Java",Very Dissatisfied,Neutral,Neutral,Neutral,Maybe,Good reference in the job market.,"Tuition fees, University space too small"
3/21/2023 13:33:48,L2,22 - 25,Female,Yes,Artibonite,Petite Rivière de l'Artibonite,Pétion-Ville,Rarely,,Often,2,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,0,No,No,,Neutral,Dissatisfied,Dissatisfied,Neutral,No,,"Lack of practice, Retaking an exam is too expensive"
3/21/2023 13:34:05,L3,18 - 21,Female,No,Ouest,Port-au-Prince,Delmas,Often,3,Occasionally,1,Very often,4,Rarely,1,Rarely,1,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,5,Newbie,No,"HTML/CSS, Php, C++, Java, SQL",Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,,"Lack of practice, Retaking an exam is too expensive, Poor quality of teaching, University space too small, No career center"
3/21/2023 13:35:41,L2,18 - 21,Male,No,Nord-Ouest,Môle-Saint-Nicolas,Port-au-Prince,Never,,Occasionally,2,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,1,Yes,No,"HTML/CSS, C++",Neutral,Satisfied,Very Dissatisfied,Neutral,Yes,Good reference in the job market.,
3/21/2023 13:35:50,L3,26 - 29,Female,No,Ouest,Port-au-Prince,Port-au-Prince,Often,3,Very often,5,Very often,5,Never,,Rarely,1,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,3,Newbie,Yes,"HTML/CSS, Php, Java",Very Dissatisfied,Very Dissatisfied,Satisfied,Dissatisfied,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching"
3/21/2023 13:36:18,L2,18 - 21,Male,Yes,Ouest,Croix-des-Bouquets,Croix-des-Bouquets,Occasionally,1,Often,9,Rarely,1,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Satisfied,Very Dissatisfied,3,Yes,No,"HTML/CSS, Php, C++",Dissatisfied,Satisfied,Neutral,Neutral,Maybe,,
3/21/2023 13:38:23,L3,22 - 25,Male,No,Ouest,Delmas,Port-au-Prince,Often,,Often,,Very often,,Never,,Rarely,,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,0,Newbie,Yes,"HTML/CSS, Python, Php, C++, Java, C",Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,,"Tuition fees, Lack of practice, Retaking an exam is too expensive, University space too small, No career center"
3/21/2023 13:38:39,L3,22 - 25,Male,No,Nord,Nord,Delmas,Often,10,Occasionally,2,Occasionally,2,Never,,Occasionally,2,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,10,Yes,Yes,"HTML/CSS, JavaScript, SQL",Satisfied,Very Dissatisfied,Satisfied,Satisfied,No,,"Poor quality of teaching, University space too small, No career center, Espace de loisirs"
3/21/2023 13:41:17,L2,18 - 21,Female,No,Ouest,Delmas,Delmas,Rarely,1,Often,2,Never,,Never,,Never,,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,1,Yes,No,"HTML/CSS, C++",Dissatisfied,Neutral,Dissatisfied,Neutral,Maybe,,
3/21/2023 13:43:12,L2,22 - 25,Male,No,Nord,Nord,Pétion-Ville,Rarely,2,Often,7,Never,,Never,,Never,,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Very Dissatisfied,0,Yes,No,"HTML/CSS, C++",Very Dissatisfied,Neutral,Neutral,Neutral,Yes,Good reference in the job market.,
3/21/2023 13:46:27,L3,22 - 25,Male,Yes,Sud,Chardonnières,Port-au-Prince,Rarely,,Occasionally,,Never,,Never,,Occasionally,,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,1,No,No,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Maybe,,
3/21/2023 13:47:43,L2,18 - 21,Male,No,Nord-Ouest,Port-de-Paix,Pétion-Ville,Rarely,1,Often,2,Never,,Often,5,Never,,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,0,Yes,Yes,"HTML/CSS, C++",Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,Yes,"Good quality of teaching, Good reference in the job market.",
3/21/2023 13:48:13,L2,18 - 21,Male,Yes,Ouest,Pétion-Ville,Pétion-Ville,Occasionally,4,Often,10,Never,,Never,,Never,,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Neutral,1,Yes,No,"HTML/CSS, C++",Satisfied,Neutral,Neutral,Neutral,Yes,Good reference in the job market.,
3/21/2023 14:15:05,DUT1,22 - 25,Female,No,Ouest,Pétion-Ville,Pétion-Ville,Occasionally,,Often,,Never,,Never,,Often,,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,1,Newbie,Yes,"HTML/CSS, Php, Java",Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/21/2023 14:18:33,DUT1,22 - 25,Male,No,Ouest,Croix-des-Bouquets,Croix-des-Bouquets,Often,,Often,,Never,,Never,,Often,,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,3,Newbie,Yes,"HTML/CSS, Php, Java",Satisfied,Satisfied,Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/21/2023 15:18:40,L3,22 - 25,Male,No,Artibonite,Petite Rivière de l'Artibonite,Tabarre,Rarely,1,Rarely,1,Never,,Never,,Occasionally,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,1,Yes,Yes,"HTML/CSS, C++, SQL",Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 7:43:24,L2,18 - 21,Male,No,Ouest,Léogâne,Pétion-Ville,Rarely,,Often,2,Never,,Rarely,,Never,,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,5,Yes,No,"HTML/CSS, C++, SQL",Neutral,Satisfied,Neutral,Dissatisfied,Maybe,,"Tuition fees, Lack of practice, Retaking an exam is too expensive, On ne fait que toucher à un peu de tout sans se spécialiser dans aucun domaine."
3/22/2023 8:35:44,L2,18 - 21,Female,No,Ouest,Port-au-Prince,Port-au-Prince,Often,1,Occasionally,2,Never,,Rarely,,Never,,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,Newbie,No,"HTML/CSS, C++",Neutral,Neutral,Very Dissatisfied,Dissatisfied,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Prix trop élevé par rapport aux services offerts"
3/22/2023 9:33:18,L4,> 33,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Never,,Occasionally,1,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,0,Newbie,No,,Satisfied,Satisfied,Neutral,Neutral,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/22/2023 9:44:07,L2,18 - 21,Male,No,Ouest,Port-au-Prince,Delmas,Often,2,Occasionally,2,Never,,Rarely,,Never,,Satisfied,Neutral,Neutral,Satisfied,Neutral,4,Newbie,No,"HTML/CSS, C++",Satisfied,Satisfied,Very Dissatisfied,Satisfied,Maybe,,
3/22/2023 9:45:03,L2,18 - 21,Female,No,Ouest,Port-au-Prince,Port-au-Prince,Never,,Occasionally,1,Never,,Never,,Never,,Neutral,Neutral,Neutral,Satisfied,Satisfied,0,No,No,,Satisfied,Neutral,Satisfied,Neutral,Yes,Good reference in the job market.,
3/22/2023 9:51:54,L1,18 - 21,Female,No,Centre,Lascahobas,Port-au-Prince,Never,,Occasionally,2,Never,,Never,,Never,,Neutral,Neutral,Dissatisfied,Neutral,Neutral,0,Newbie,No,,Satisfied,Satisfied,Satisfied,Satisfied,Yes,"Good quality of teaching, Good reference in the job market.",
3/22/2023 9:53:00,L2,18 - 21,Male,Yes,Ouest,Port-au-Prince,Port-au-Prince,Rarely,2,Often,4,Never,,Never,,Never,,Satisfied,Neutral,Neutral,Neutral,Very Dissatisfied,0,Newbie,No,"HTML/CSS, Php, C++, C",Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Yes,"Parceque quelqu'un que je connais, me l'avait recommander",
3/22/2023 9:55:50,L4,22 - 25,Female,No,Ouest,Port-au-Prince,Port-au-Prince,Rarely,1,Occasionally,2,Never,,Never,,Occasionally,2,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Satisfied,0,Newbie,Yes,HTML/CSS,Satisfied,Satisfied,Neutral,Dissatisfied,Maybe,Good reference in the job market.,"Lack of practice, Retaking an exam is too expensive, No career center"
3/22/2023 9:59:18,L2,22 - 25,Female,No,Ouest,Port-au-Prince,Delmas,Occasionally,,Occasionally,2,Never,,Never,,Never,,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,Dissatisfied,0,Newbie,Yes,"HTML/CSS, C++",Satisfied,Satisfied,Satisfied,Very Dissatisfied,Maybe,,
3/22/2023 10:20:27,L4,22 - 25,Female,Yes,Sud,Sud,Delmas,Very often,10,Often,7,Very often,8,Occasionally,4,Occasionally,4,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,4,Yes,Yes,"HTML/CSS, JavaScript, Python, Php, C++, SQL",Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Maybe,,
3/22/2023 10:26:44,L2,22 - 25,Male,Yes,Grand-Anse,Jérémie,Port-au-Prince,Occasionally,1,Often,4,Never,,Never,,Never,,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,4,Newbie,No,"HTML/CSS, C++",Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 10:32:21,L1,18 - 21,Male,No,Sud,Maniche,Port-au-Prince,Never,,Often,2,Never,,Never,,Never,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,No,No,,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Maybe,Good reference in the job market.,Lack of practice
